image_path,source_id,y_true,y_pred,true_label,pred_label,confidence,pred_efficientnet_lite0,pred_efficientnet_b0,pred_shufflenet_v2_x1_0
clean/fall_armyworm/real/fall_armyworm_multi_desease_real_35532413.jpg,multi_desease,1,1,fall_armyworm,fall_armyworm,0.443638801574707,1,4,1
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_50704447.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8309028744697571,6,6,6
clean/healthy/real/healthy_maize_desease_v1.1_real_280.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.7986565232276917,3,3,3
clean/healthy/real/healthy_maize_desease_v1.1_real_1469.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8100593090057373,3,3,3
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_desease_real_55248439.jpg,maize_desease,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8332298994064331,6,6,6
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_desease_real_41465706.jpg,maize_desease,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8301031589508057,6,6,6
clean/phosphorus_deficiency/real/phosphorus_deficiency_maize_nutrient_real_51413210.jpeg,maize_nutrient,7,7,phosphorus_deficiency,phosphorus_deficiency,0.9477401971817015,7,7,7
clean/fall_armyworm/real/fall_armyworm_multi_desease_real_98728801.jpg,multi_desease,1,1,fall_armyworm,fall_armyworm,0.8700331449508667,1,1,1
clean/lethal_necrosis/real/lethal_necrosis_multi_desease_real_82669422.jpeg,multi_desease,4,4,lethal_necrosis,lethal_necrosis,0.8479477167129517,4,4,4
clean/nitrogen_deficiency/real/nitrogen_deficiency_corn_leaf_roboflow_real_58979601.jpg,corn_leaf_roboflow,5,5,nitrogen_deficiency,nitrogen_deficiency,0.7139699459075928,8,5,5
clean/phosphorus_deficiency/real/phosphorus_deficiency_corn_leaf_roboflow_real_56437083.jpg,corn_leaf_roboflow,7,7,phosphorus_deficiency,phosphorus_deficiency,0.9360499978065492,7,7,7
clean/healthy/real/healthy_maize_desease_v1.1_real_5072.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8226204514503479,3,3,3
clean/healthy/real/healthy_cropdg_real_142.jpg,cropdg,3,3,healthy,healthy,0.8228444457054138,3,3,3
clean/lethal_necrosis/real/lethal_necrosis_multi_desease_real_77593046.jpeg,multi_desease,4,4,lethal_necrosis,lethal_necrosis,0.8233020305633545,4,4,4
clean/lethal_necrosis/real/lethal_necrosis_multi_desease_real_26553556.jpeg,multi_desease,4,4,lethal_necrosis,lethal_necrosis,0.8442792892456055,4,4,4
clean/nitrogen_deficiency/real/nitrogen_deficiency_corn_leaf_roboflow_real_59322218.jpg,corn_leaf_roboflow,5,5,nitrogen_deficiency,nitrogen_deficiency,0.9213747382164,5,5,5
clean/healthy/real/healthy_maize_desease_v1.1_real_1943.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8284590244293213,3,3,3
clean/common_rust/lab/common_rust_multi_desease_lab_11985887.jpg,multi_desease,0,0,common_rust,common_rust,0.9024418592453004,0,0,0
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_94017540.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.8709467649459839,1,1,1
clean/potassium_deficiency/real/potassium_deficiency_corn_leaf_roboflow_real_95411658.jpg,corn_leaf_roboflow,8,5,potassium_deficiency,nitrogen_deficiency,0.4864054322242737,5,5,8
clean/gray_leaf_spot/real/gray_leaf_spot_maize_field_real_95384461.jpg,maize_field,2,2,gray_leaf_spot,gray_leaf_spot,0.9186440706253052,2,2,2
clean/lethal_necrosis/real/lethal_necrosis_maize_africa_real_83958620.jpg,maize_africa,4,4,lethal_necrosis,lethal_necrosis,0.8517197966575623,4,4,4
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_41041432.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.8600757718086243,1,1,1
clean/nitrogen_deficiency/real/nitrogen_deficiency_maize_2_roboflow_real_2a205393.jpg,maize_2_roboflow,5,5,nitrogen_deficiency,nitrogen_deficiency,0.9419824481010436,5,5,5
clean/lethal_necrosis/real/lethal_necrosis_multi_desease_real_42926566.jpeg,multi_desease,4,4,lethal_necrosis,lethal_necrosis,0.8424601554870605,4,4,4
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_corn_leaf_roboflow_real_47580939.jpg,corn_leaf_roboflow,6,5,northern_corn_leaf_blight,nitrogen_deficiency,0.8611800074577332,5,5,5
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_78016400.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8413103222846985,6,6,6
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_57252335.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.8654598593711853,1,1,1
clean/healthy/real/healthy_maize_africa_v1.2_real_571.jpg,maize_africa_v1.2,3,3,healthy,healthy,0.811034083366394,3,3,3
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_22032755.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.817868709564209,6,6,6
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_95333464.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8217862844467163,6,6,6
clean/potassium_deficiency/real/potassium_deficiency_maize_2_roboflow_real_757faa26.jpg,maize_2_roboflow,8,8,potassium_deficiency,potassium_deficiency,0.9397370219230652,8,8,8
clean/lethal_necrosis/real/lethal_necrosis_maize_africa_real_30775715.jpg,maize_africa,4,4,lethal_necrosis,lethal_necrosis,0.8470121622085571,4,4,4
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_75039197.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.8744280338287354,1,1,1
clean/healthy/real/healthy_maize_desease_v1.1_real_4097.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8323049545288086,3,3,3
clean/healthy/real/healthy_maize_desease_v1.1_real_2077.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8234602212905884,3,3,3
clean/common_rust/lab/common_rust_multi_desease_lab_27713106.jpg,multi_desease,0,0,common_rust,common_rust,0.9045607447624208,0,0,0
clean/common_rust/lab/common_rust_maize_desease_lab_68189661.jpg,maize_desease,0,0,common_rust,common_rust,0.902348518371582,0,0,0
clean/gray_leaf_spot/real/gray_leaf_spot_maize_field_real_32854917.jpg,maize_field,2,2,gray_leaf_spot,gray_leaf_spot,0.9343225955963136,2,2,2
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_54172974.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8118084669113159,6,6,6
clean/common_rust/lab/common_rust_maize_desease_lab_12818520.jpg,maize_desease,0,0,common_rust,common_rust,0.9023746848106384,0,0,0
clean/healthy/real/healthy_maize_africa_v1.2_real_1723.jpg,maize_africa_v1.2,3,3,healthy,healthy,0.8100520372390747,3,3,3
clean/nitrogen_deficiency/real/nitrogen_deficiency_maize_2_roboflow_real_4bedc111.jpg,maize_2_roboflow,5,5,nitrogen_deficiency,nitrogen_deficiency,0.9554436802864076,5,5,5
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_78288807.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.860580563545227,1,1,1
clean/common_rust/lab/common_rust_multi_desease_lab_30498670.jpg,multi_desease,0,0,common_rust,common_rust,0.9069363474845886,0,0,0
clean/healthy/real/healthy_maize_desease_v1.1_real_2444.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.819602906703949,3,3,3
clean/healthy/real/healthy_cropdg_real_202.jpg,cropdg,3,3,healthy,healthy,0.8251078724861145,3,3,3
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_22243164.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.7070668935775757,6,6,6
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_28731666.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.8642051815986633,1,1,1
clean/healthy/real/healthy_maize_desease_v1.1_real_3391.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.816291868686676,3,3,3
clean/lethal_necrosis/real/lethal_necrosis_maize_africa_real_78715947.jpg,maize_africa,4,4,lethal_necrosis,lethal_necrosis,0.8359293937683105,4,4,4
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_33474542.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.838769793510437,6,6,6
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_99609721.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8035772442817688,6,6,6
clean/lethal_necrosis/real/lethal_necrosis_multi_desease_real_91469141.jpeg,multi_desease,4,4,lethal_necrosis,lethal_necrosis,0.8505147695541382,4,4,4
clean/healthy/real/healthy_maize_africa_v1.2_real_1602.jpg,maize_africa_v1.2,3,3,healthy,healthy,0.7865685820579529,3,3,3
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_36130299.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8256255388259888,6,6,6
clean/fall_armyworm/real/fall_armyworm_multi_desease_real_85646549.jpg,multi_desease,1,1,fall_armyworm,fall_armyworm,0.8602150678634644,1,1,1
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_82757139.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8234782218933105,6,6,6
clean/nitrogen_deficiency/real/nitrogen_deficiency_maize_2_roboflow_real_ceb23296.jpg,maize_2_roboflow,5,5,nitrogen_deficiency,nitrogen_deficiency,0.4522854387760162,5,5,7
clean/northern_corn_leaf_blight/lab/northern_corn_leaf_blight_cropdg_lab_691.jpg,cropdg,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.7926247715950012,6,6,6
clean/fall_armyworm/real/fall_armyworm_multi_desease_real_82444216.jpg,multi_desease,1,1,fall_armyworm,fall_armyworm,0.8638336658477783,1,1,1
clean/lethal_necrosis/real/lethal_necrosis_multi_desease_real_82084131.jpeg,multi_desease,4,4,lethal_necrosis,lethal_necrosis,0.8328891396522522,4,4,4
clean/phosphorus_deficiency/real/phosphorus_deficiency_maize_2_roboflow_real_b0097e47.jpg,maize_2_roboflow,7,8,phosphorus_deficiency,potassium_deficiency,0.5965651273727417,8,7,8
clean/healthy/real/healthy_maize_desease_v1.1_real_839.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8195960521697998,3,3,3
clean/potassium_deficiency/real/potassium_deficiency_maize_deficiency_scanner_roboflow_real_a8aeb678.jpg,maize_deficiency_scanner_roboflow,8,8,potassium_deficiency,potassium_deficiency,0.9532887935638428,8,8,8
clean/gray_leaf_spot/lab/gray_leaf_spot_cropdg_lab_95601943.jpg,cropdg,2,2,gray_leaf_spot,gray_leaf_spot,0.8922771215438843,2,2,2
clean/healthy/real/healthy_maize_desease_v1.1_real_1371.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8156527280807495,3,3,3
clean/lethal_necrosis/real/lethal_necrosis_maize_africa_real_60579113.jpg,maize_africa,4,4,lethal_necrosis,lethal_necrosis,0.8460180759429932,4,4,4
clean/common_rust/lab/common_rust_multi_desease_lab_32229193.jpg,multi_desease,0,0,common_rust,common_rust,0.9030200839042664,0,0,0
clean/healthy/real/healthy_maize_desease_v1.1_real_3021.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8212949633598328,3,3,3
clean/fall_armyworm/real/fall_armyworm_multi_desease_real_26186013.jpg,multi_desease,1,1,fall_armyworm,fall_armyworm,0.8618776798248291,1,1,1
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_51188224.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.8495723009109497,1,1,1
clean/northern_corn_leaf_blight/lab/northern_corn_leaf_blight_cropdg_lab_532.jpg,cropdg,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8171688914299011,6,6,6
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_67116603.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.757156491279602,1,1,1
clean/healthy/real/healthy_maize_desease_v1.1_real_1736.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8152508735656738,3,3,3
clean/common_rust/real/common_rust_maize_field_real_53421423.jpg,maize_field,0,0,common_rust,common_rust,0.916511058807373,0,0,0
clean/healthy/real/healthy_cropdg_real_1106.jpg,cropdg,3,3,healthy,healthy,0.8268282413482666,3,3,3
clean/healthy/real/healthy_maize_desease_v1.1_real_3703.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8125351667404175,3,3,3
clean/common_rust/lab/common_rust_multi_desease_lab_28918301.jpg,multi_desease,0,0,common_rust,common_rust,0.903641402721405,0,0,0
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_desease_real_60093810.jpg,maize_desease,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8353368639945984,6,6,6
clean/healthy/real/healthy_maize_desease_v1.1_real_3421.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8227320313453674,3,3,3
clean/lethal_necrosis/real/lethal_necrosis_maize_africa_real_12411676.jpg,maize_africa,4,4,lethal_necrosis,lethal_necrosis,0.8360828161239624,4,4,4
clean/phosphorus_deficiency/real/phosphorus_deficiency_maize_nutrient_real_44597970.jpeg,maize_nutrient,7,7,phosphorus_deficiency,phosphorus_deficiency,0.95406836271286,7,7,7
clean/gray_leaf_spot/lab/gray_leaf_spot_cropdg_lab_34222715.jpg,cropdg,2,2,gray_leaf_spot,gray_leaf_spot,0.8791908025741577,2,2,2
clean/healthy/real/healthy_maize_africa_v1.2_real_685.jpg,maize_africa_v1.2,3,3,healthy,healthy,0.7581710815429688,3,3,3
clean/healthy/real/healthy_cropdg_real_651.jpg,cropdg,3,3,healthy,healthy,0.8179889917373657,3,3,3
clean/healthy/real/healthy_maize_desease_v1.1_real_1110.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8225038647651672,3,3,3
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_39367944.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8277866244316101,6,6,6
clean/lethal_necrosis/real/lethal_necrosis_multi_desease_real_63033089.jpeg,multi_desease,4,4,lethal_necrosis,lethal_necrosis,0.8298806548118591,4,4,4
clean/northern_corn_leaf_blight/lab/northern_corn_leaf_blight_cropdg_lab_806.jpg,cropdg,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8570075035095215,6,6,6
clean/lethal_necrosis/real/lethal_necrosis_multi_desease_real_25658441.jpeg,multi_desease,4,4,lethal_necrosis,lethal_necrosis,0.8420627117156982,4,4,4
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_78545200.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8374954462051392,6,6,6
clean/lethal_necrosis/real/lethal_necrosis_maize_africa_real_79945029.jpg,maize_africa,4,4,lethal_necrosis,lethal_necrosis,0.846574068069458,4,4,4
clean/fall_armyworm/real/fall_armyworm_multi_desease_real_61288794.jpg,multi_desease,1,1,fall_armyworm,fall_armyworm,0.8695259094238281,1,1,1
clean/healthy/real/healthy_maize_desease_v1.1_real_1291.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8180036544799805,3,3,3
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_85463845.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.8428634405136108,1,1,1
clean/healthy/real/healthy_maize_desease_v1.1_real_423.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8106592893600464,3,3,3
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_66916370.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8303967714309692,6,6,6
clean/common_rust/lab/common_rust_multi_desease_lab_29205485.jpg,multi_desease,0,0,common_rust,common_rust,0.9080238342285156,0,0,0
clean/nitrogen_deficiency/real/nitrogen_deficiency_corn_leaf_roboflow_real_86562489.jpg,corn_leaf_roboflow,5,5,nitrogen_deficiency,nitrogen_deficiency,0.9519794583320618,5,5,5
clean/healthy/real/healthy_maize_desease_v1.1_real_4382.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.824325680732727,3,3,3
clean/healthy/real/healthy_maize_desease_v1.1_real_2021.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.819146454334259,3,3,3
clean/healthy/real/healthy_maize_desease_v1.1_real_3774.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8231952786445618,3,3,3
clean/healthy/real/healthy_maize_desease_v1.1_real_3436.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.819107174873352,3,3,3
clean/healthy/real/healthy_maize_desease_v1.1_real_287.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8131295442581177,3,3,3
clean/lethal_necrosis/real/lethal_necrosis_multi_desease_real_64328840.jpeg,multi_desease,4,4,lethal_necrosis,lethal_necrosis,0.8371496796607971,4,4,4
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_desease_real_68046699.jpg,maize_desease,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.828536868095398,6,6,6
clean/lethal_necrosis/real/lethal_necrosis_maize_africa_real_53411646.jpg,maize_africa,4,4,lethal_necrosis,lethal_necrosis,0.8515740633010864,4,4,4
clean/lethal_necrosis/real/lethal_necrosis_maize_africa_real_51562769.jpg,maize_africa,4,4,lethal_necrosis,lethal_necrosis,0.8361055254936218,4,4,4
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_72218961.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8444265127182007,6,6,6
clean/healthy/real/healthy_maize_desease_v1.1_real_3197.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8272965550422668,3,3,3
clean/healthy/real/healthy_maize_desease_v1.1_real_1689.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8137421607971191,3,3,3
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_26179349.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.8546882271766663,1,1,1
clean/healthy/real/healthy_maize_desease_v1.1_real_1887.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8140212893486023,3,3,3
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_85391073.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8293660283088684,6,6,6
clean/healthy/real/healthy_maize_nutrient_real_68.jpeg,maize_nutrient,3,3,healthy,healthy,0.7990635633468628,3,3,3
clean/common_rust/real/common_rust_maize_field_real_19913329.jpg,maize_field,0,0,common_rust,common_rust,0.8985226154327393,0,0,0
clean/northern_corn_leaf_blight/lab/northern_corn_leaf_blight_cropdg_lab_113.jpg,cropdg,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8064806461334229,6,6,6
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_71196976.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8295375108718872,6,6,6
clean/lethal_necrosis/real/lethal_necrosis_maize_africa_real_64668656.jpg,maize_africa,4,4,lethal_necrosis,lethal_necrosis,0.8207430839538574,4,4,4
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_39515763.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8253678679466248,6,6,6
clean/lethal_necrosis/real/lethal_necrosis_maize_africa_real_35983736.jpg,maize_africa,4,4,lethal_necrosis,lethal_necrosis,0.8402472734451294,4,4,4
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_corn_leaf_roboflow_real_58836132.jpg,corn_leaf_roboflow,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8375463485717773,6,6,6
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_22456432.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.8617274165153503,1,1,1
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_14265378.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.8562473654747009,1,1,1
clean/healthy/real/healthy_maize_desease_v1.1_real_1629.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8033812642097473,3,3,3
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_49005676.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.8552204370498657,1,1,1
clean/lethal_necrosis/real/lethal_necrosis_multi_desease_real_71537388.jpeg,multi_desease,4,4,lethal_necrosis,lethal_necrosis,0.8385264277458191,4,4,4
clean/northern_corn_leaf_blight/lab/northern_corn_leaf_blight_cropdg_lab_603.jpg,cropdg,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8286816477775574,6,6,6
clean/potassium_deficiency/real/potassium_deficiency_maize_2_roboflow_real_2276bf47.jpg,maize_2_roboflow,8,8,potassium_deficiency,potassium_deficiency,0.9703366756439208,8,8,8
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_75399148.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.8505352139472961,1,1,1
clean/healthy/real/healthy_maize_africa_v1_real_66.jpg,maize_africa_v1,3,3,healthy,healthy,0.8215130567550659,3,3,3
clean/lethal_necrosis/real/lethal_necrosis_maize_africa_real_94481600.jpg,maize_africa,4,4,lethal_necrosis,lethal_necrosis,0.8495978116989136,4,4,4
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_76334257.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8224040865898132,6,6,6
clean/lethal_necrosis/real/lethal_necrosis_multi_desease_real_55260219.jpeg,multi_desease,4,4,lethal_necrosis,lethal_necrosis,0.8368300199508667,4,4,4
clean/gray_leaf_spot/lab/gray_leaf_spot_cropdg_lab_83659603.jpg,cropdg,2,2,gray_leaf_spot,gray_leaf_spot,0.9010756015777588,2,2,2
clean/healthy/real/healthy_maize_desease_v1.1_real_1311.jpg,maize_desease_v1.1,3,3,healthy,healthy,0.8159259557723999,3,3,3
clean/northern_corn_leaf_blight/real/northern_corn_leaf_blight_maize_africa_real_28463359.jpg,maize_africa,6,6,northern_corn_leaf_blight,northern_corn_leaf_blight,0.8355227112770081,6,6,6
clean/lethal_necrosis/real/lethal_necrosis_multi_desease_real_20917349.jpeg,multi_desease,4,4,lethal_necrosis,lethal_necrosis,0.8503673672676086,4,4,4
clean/fall_armyworm/real/fall_armyworm_maize_africa_real_49829837.jpg,maize_africa,1,1,fall_armyworm,fall_armyworm,0.8682804107666016,1,1,1
clean/common_rust/lab/common_rust_maize_desease_lab_10079392.jpg,maize_desease,0,0,common_rust,common_rust,0.904757559299469,0,0,0
clean/lethal_necrosis/real/lethal_necrosis_multi_desease_real_58655362.jpeg,multi_desease,4,4,lethal_necrosis,lethal_necrosis,0.8352991342544556,4,4,4
clean/healthy/real/healthy_maize_africa_v1.2_real_1432.jpg,maize_africa_v1.2,3,3,healthy,healthy,0.8053020238876343,3,3,3
